date,source,title,text
2022-08-10,Pittsburgh Post-Gazette,BIDEN SIGNS DOMESTIC CHIP BILL BILLIONS TO HELP SPUR U.S. MANUFACTURING,"WASHINGTON - Prominent Pennsylvanians attended President Joe Biden's signing of the CHIPS and Science Act, a new law that directs billions to spur domestic semiconductor manufacturing and could potentially unlock billions more for scientific research."
2022-08-10,MarketWatch,Here's the big concern with chip makers scoring billions in funds from Uncle Sam; Micron and Intel are already cutting spendingg ... semiconductor industry flips from shortage to glut — will they be able to stomach spending billions in a weak,"On the day that Congress finally passed a long-awaited funding package for domestic U.S. chip production, Intel Corp. slashed $4 billion from its spending plans while detailing disappointing earnings that one analyst called ""the worst we"
2022-08-10,UNI (United News of India),US new chips law will undermine global supply chains,"On Tuesday, US President Joe Biden signed into law the $52.7 billion Act to support US semiconductor producers and strengthen their positions in competition with China."
2022-08-10,Contify Automotive News,"Honda Motor: Consolidated Financial Summary for the Fiscal 1st Quarter Ended June 30, 2022 and Forecasts for the Fiscal Year Ending March 31, 2023","Despite some unfavorable factors such as a decrease in automobile unit sales due to the semiconductor supply shortage and the lockdown of Shanghai, and an increase in the cost of raw materials, consolidated operating profit for the fiscal first quarter ended"
2022-08-10,Company Reports,Kuraray Co Ltd: Business results for the 2Q FY 2022 of the fiscal year ending 31 Dec 2022 (unaudited): key figures.,"recover on the whole as restrictions on economic activities were eased. However, the economic outlook grew unclear due to a global semiconductor shortage, logistics disruptions, accelerating inflation, a rise in interest rates, and the prolonged Russia-Ukraine"
2022-08-10,Financial Times,The day in the markets,Tech stocks dragged lower by slowing semiconductor demand
2022-08-10,Portland Press Herald,Biden signs semiconductor bill as businesses boost investment,WASHINGTON -- President Biden signed a broad competition bill into law Tuesday that will direct $52.7 billion toward domestic semiconductor research and development as part of an effort to make the U.S. less dependent on China and other Asian nations.
2022-08-11,The Korea Herald,"Samsung suffers heavier taxes, cost per hire than TSMC: think tank","Samsung Electronics , indicating the unfavorable conditions leave them behind competitors like Taiwan-based TSMC amid intensifying semiconductor competition worldwide, according to a local think tank Wednesday."
2022-08-11,scmp.com,"China not intent on 'destroying Taiwan economy', but more trade pressure possible","* A de facto blockade by the Chinese military of the export-reliant island would spill over to global shipping and semiconductor businesses, experts say"
2022-08-11,EmergingMarketWatch,South Korea: Exports increase by 23.2% y/y in first 10 days of August,Semiconductorexports down by 5.1% y/y
2022-08-11,ENP Newswire,"Consolidated Financial Summary for the Fiscal 1st Quarter Ended June 30, 2022 and Forecasts for the Fiscal Year Ending March 31, 2023","Despite some unfavorable factors such as a decrease in automobile unit sales due to the semiconductor supply shortage and the lockdown of Shanghai, and an increase in the cost of raw materials, consolidated operating profit for the fiscal first quarter ended"
2022-08-11,Pittsburgh Post-Gazette,CHIPS ACT IS AN EXCELLENT FIRST STEP TOWARD A NEW INDUSTRIAL POLICY,"signed into law the bipartisan CHIPS and Science Act, which provides over $250 billion in investments and incentives to the American semiconductor industry. It has been called Washington's most substantial piece of industrial policy in 50 years."
2022-08-12,The Korea Economic Daily Global Edition,Korea trade deficit jumps as chip exports fall on Aug. 1-10,"South Korea suffered from a larger trade deficit in the first 10 days of the month as semiconductor exports declined on weaker demand for memory chips that Samsung Electronics Co. and SK Hynix Inc., the world’s two largest makers of the product, manufacture"
2022-08-12,Asian News International,Passenger vehicle sales rise by 11 pc in July as chip supply improves,"New Delhi, Aug. 12 -- : Passenger vehicle dispatches to dealers in India rose by 11 per cent year-on-year in July 2022 helped by improvement in semiconductor supplies, as per data released by automobile manufacturing body SIAM on Friday."
2022-08-12,Just-Style,US apparel shoppers deserve better during record inflation.,"Easily overlooked among semiconductor and infrastructure bill headlines, Congress last month passed the Fixing Our Regulatory Mayhem Upsetting Little Americans (FORMULA) Act. The measure, which has now been signed into law, addresses the months-long US baby"
2022-08-12,TechNode,SMIC generated $1.9 billion in revenue in 2022 Q2,"SemiconductorManufacturing International Corporation (SMIC), a leading Chinese semiconductor manufacturer made $1.9 billion in revenue in the second quarter of 2022, with 3.3% quarterly growth and 41.6% yearly growth, beating the consensus estimates of $1."
2022-08-12,Asian News International,US new chips law will undermine global supply chains: China,"On Tuesday, US President Joe Biden signed into law the USD 52.7 billion Act to support US semiconductor producers and strengthen their positions in competition with China ."
2022-08-12,Dow Jones Institutional News,"Nvidia, Tesla, Disney: Stocks That Defined the Week -- WSJ","A surge in computer chips is losing its charge.Semiconductormaker Nvidia on Monday warned that its fiscal second-quarter sales would fall well short of expectations amid a steep drop in gaming revenue. A day later, Micron Technology Inc. also issued a revenue"
2022-08-14,Dow Jones Institutional News,Global Equities Roundup: Market Talk,"trends including automated driving and electric vehicles, they say. Jefferies adds that ""the direction of Horiba's earnings once semiconductor business peaks out at some point is a concern."" Jefferies maintains a hold rating and a Y6,500 target price on the"
2022-08-15,bne IntelliNews,Hungary's automotive industry rebound continues in June,"Automotive industry companies, which have been challenged by the semiconductor shortage and supply chain problems, accounted for 23% of manufacturing sector output in June. The detailed data show output of the computer, electronics and optical equipment segment"
2022-08-15,Nanotechnology Weekly,"Patent Application; ""Method For Forming Barrier Layer InSemiconductorStructure"" in Patent Application Approval Process (USPTO 20220238372)","2022 AUG 15 (VerticalNews) -- By a News Reporter-Staff News Editor at Nanotechnology Weekly -- A patent application by the inventors Li, Yuan (Wuhan, CN); Lv, Shuliang (Wuhan, CN); Mao, Ge (Wuhan, CN); Song, Rui (Wuhan, CN); Zhou, Peng"
2022-08-15,The Boston Globe,'An economic stimulus boon': Local tech companies seek CHIPS Act money,"As the federal government begins handing out massive subsidies to boost the US semiconductor industry, Massachusetts tech companies are well-placed to cash in."
2022-08-15,Investment Week,Stock Spotlight: TaiwanSemiconductorpowers on despite geopolitical tensions,"Over the past number of weeks Taiwan has returned to centre stage of geopolitics and it raises risks for companies based in the nation, including stock market darling TaiwanSemiconductorManufacturing Company."
2022-08-15,Financial Times (FT.Com),Chinese economy ‘in desperate situation’,"America’s ‘extreme heat belt’, plight of UK small businesses, semiconductor politics"
2022-08-15,Dow Jones Institutional News,Qualcomm Hoping That China-US Tensions over Taiwan Will Ease -- Market Talk,"obviously the chip industry is a very global industry,"" adding that the chip maker--like many in the industry--sources from TaiwanSemiconductorManufacturing , the world's largest contract chip manufacturer. China's military today responded to the arrival"
2022-08-16,Theflyonthewall.com,14:15 EDT U.S. July retail sales (Wednesday) are the focus U.S. July retail,", and should remain positive as unit vehicle sales improved to 13.3 M in July from 13.0 M in June despite ongoing headwinds from semiconductor shortages. However, retail sales will be facing headwinds from further fading of the pandemic stimulus and a likely"
